make,model,tran_type,eng_size_l,cyls,trans,fuel,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb_lp100k,fuel_cons_comb_mpg,co2_emit,veh_class
DODGE,Charger FFV,A5,3.6,6,A,X,13.7,9,11.6,24,271,7
DODGE,Charger FFV,A5,3.6,6,A,E,18.9,12.7,16.1,18,268,7
DODGE,Charger,A8,3.6,6,A,X,12.4,7.8,10.3,27,242,7
DODGE,Charger FFV,A8,3.6,6,A,X,12.4,7.8,10.3,27,242,7
DODGE,Charger FFV,A8,3.6,6,A,E,17.1,10.6,14.2,20,234,7
DODGE,Charger (MDS),A5,5.7,8,A,X,15.6,9.7,12.9,22,302,7
DODGE,Charger (MDS),A8,5.7,8,A,X,14.7,9.4,12.3,23,289,7
DODGE,Charger (MDS),A8,6.4,8,A,Z,15.8,9.6,13,22,304,7
DODGE,Charger AWD,A8,3.6,6,A,X,12.8,8.7,11,26,258,7
DODGE,Charger AWD FFV,A8,3.6,6,A,X,12.8,8.7,11,26,258,7
DODGE,Charger AWD FFV,A8,3.6,6,A,E,17.6,12,15,19,248,7
DODGE,Charger AWD (MDS),A5,5.7,8,A,X,16,10.1,13.3,21,312,7
DODGE,Charger SRT Hellcat,A8,6.2,8,A,Z,17.6,10.7,14.5,19,339,7
DODGE,Durango AWD,A8,3.6,6,A,X,12.7,9.6,11.3,25,265,9
DODGE,Durango AWD,A8,5.7,8,A,X,16.7,10.9,14.1,20,331,9
DODGE,Durango AWD SRT,A8,6.4,8,A,Z,18.3,12.2,15.6,18,363,9
DODGE,Grand Caravan FFV,A6,3.6,6,A,X,13.7,9.4,11.8,24,276,13
DODGE,Grand Caravan FFV,A6,3.6,6,A,E,19.4,13.3,16.7,17,274,13
DODGE,Journey,A4,2.4,4,A,X,12.7,9.2,11.1,25,261,2
DODGE,Journey FFV,A6,3.6,6,A,X,14.2,9.5,12.1,23,284,2
DODGE,Journey FFV,A6,3.6,6,A,E,19.1,13.2,16.4,17,274,2
DODGE,Journey AWD,A6,3.6,6,A,X,14.5,10,12.4,23,292,2
FIAT,124 Spider,A6,1.4,4,A,X,9.3,6.5,8,35,187,4
FIAT,124 Spider,M6,1.4,4,M,X,9,6.7,7.9,36,185,4
FIAT,500,A6,1.4,4,A,X,9.7,7.4,8.7,32,203,5
FIAT,500,M5,1.4,4,M,X,8.5,7.1,7.9,36,186,5
FIAT,500L,A6,1.4,4,A,X,10.7,7.9,9.4,30,221,8
FIAT,500X AWD,A9,1.3,4,A,X,10,7.9,9.1,31,213,2
FORD,EcoSport,AS6,1,3,A,X,8.6,8.1,8.4,34,196,2
FORD,EcoSport AWD,AS6,2,4,A,X,10.2,8,9.3,30,218,2
FORD,Edge,AS8,2,4,A,X,10.9,8,9.6,29,224,2
FORD,Edge AWD,AS8,2,4,A,X,11.4,8.3,10,28,233,2
FORD,Edge AWD,AS8,2.7,6,A,X,12.6,9.2,11,26,259,2
FORD,Escape,AS6,1.5,4,A,X,10.2,7.8,9.1,31,214,2
FORD,Escape FFV,AS6,2.5,4,A,X,11,8,9.6,29,226,2
FORD,Escape FFV,AS6,2.5,4,A,E,15,10.8,13.1,22,218,2
FORD,Escape AWD,AS6,1.5,4,A,X,11.2,8.4,9.9,29,232,2
FORD,Escape AWD,AS6,2,4,A,X,11.5,8.7,10.2,28,239,2
FORD,Expedition 4X4,AS10,3.5,6,A,X,14.1,10.6,12.5,23,293,9
FORD,Expedition MAX 4X4,AS10,3.5,6,A,X,14.7,11.2,13.1,22,307,9
FORD,Explorer AWD,AS6,2.3,4,A,X,13.1,9.2,11.4,25,267,9
FORD,Explorer AWD,AS6,3.5,6,A,X,15.2,10.9,13.2,21,311,9
FORD,Explorer FFV AWD,AS6,3.5,6,A,X,14.5,10.6,12.7,22,299,9
FORD,Explorer FFV AWD,AS6,3.5,6,A,E,19.8,14.3,17.3,16,288,9
FORD,F-150,AS10,2.7,6,A,X,12,9,10.6,27,249,12
FORD,F-150 (LT Tire Pkg),AS10,2.7,6,A,X,12.4,9.4,11.1,25,260,12
FORD,F-150 (Payload Pkg),AS10,2.7,6,A,X,12.4,9.4,11.1,25,260,12
FORD,F-150,AS10,3,6,A,D,10.8,8,9.5,30,256,12
FORD,F-150 (LT Tire Pkg),AS10,3,6,A,D,10.8,8.4,9.7,29,260,12
FORD,F-150 FFV,AS6,3.3,6,A,X,12.2,9.3,10.9,26,256,12
FORD,F-150 FFV,AS6,3.3,6,A,E,16.7,12.6,14.9,19,247,12
FORD,F-150 FFV (LT Tire Pkg),AS6,3.3,6,A,X,12.4,9.8,11.2,25,263,12
FORD,F-150 FFV (LT Tire Pkg),AS6,3.3,6,A,E,16.7,12.6,14.9,19,247,12
FORD,F-150,AS10,3.5,6,A,X,13.5,10.1,12,24,281,12
FORD,F-150 (LT Tire Pkg),AS10,3.5,6,A,X,13.8,10.7,12.4,23,291,12
FORD,F-150 (Payload Pkg),AS10,3.5,6,A,X,13.9,11.2,12.7,22,298,12
FORD,F-150 FFV,AS10,5,8,A,X,13.9,10.2,12.2,23,287,12
FORD,F-150 FFV,AS10,5,8,A,E,20.3,14,17.4,16,290,12
FORD,F-150 FFV (LT Tire Pkg),AS10,5,8,A,X,14.7,11.2,13.1,22,308,12
FORD,F-150 FFV (LT Tire Pkg),AS10,5,8,A,E,20.3,14,17.5,16,290,12
FORD,F-150 FFV (Payload Pkg),AS10,5,8,A,X,15.6,11.8,13.9,20,326,12
FORD,F-150 FFV (Payload Pkg),AS10,5,8,A,E,20.4,14,17.5,16,291,12
FORD,F-150 4X4,AS10,2.7,6,A,X,12.7,9.8,11.4,25,268,12
FORD,F-150 4X4 (LT Tire Pkg),AS10,2.7,6,A,X,13.1,10.2,11.8,24,277,12
FORD,F-150 4X4 (Payload Pkg),AS10,2.7,6,A,X,13.1,10.2,11.8,24,277,12
FORD,F-150 4X4,AS10,3,6,A,D,11.8,9.3,10.7,26,287,12
FORD,F-150 4X4 (LT Tire Pkg),AS10,3,6,A,D,11.8,9.3,10.7,26,287,12
FORD,F-150 4X4 XL/XLT,AS10,3,6,A,D,11.2,8.3,9.9,29,266,12
FORD,F-150 FFV 4X4,AS6,3.3,6,A,X,12.8,10.2,11.6,24,273,12
FORD,F-150 FFV 4X4,AS6,3.3,6,A,E,17.5,13.8,15.8,18,263,12
FORD,F-150 FFV 4X4 (LT Tire Pkg),AS6,3.3,6,A,X,13.8,10.7,12.4,23,291,12
FORD,F-150 FFV 4X4 (LT Tire Pkg),AS6,3.3,6,A,E,17.5,13.7,15.8,18,263,12
FORD,F-150 4X4,AS10,3.5,6,A,X,14.3,10.5,12.5,23,295,12
FORD,F-150 4X4 (LT Tire Pkg),AS10,3.5,6,A,X,14.7,10.7,12.9,22,303,12
FORD,F-150 4X4 (Payload Pkg),AS10,3.5,6,A,X,14.7,11.2,13.1,22,308,12
FORD,F-150 4X4 Limited,AS10,3.5,6,A,X,13.8,11.2,12.6,22,296,12
FORD,F-150 FFV 4X4,AS10,5,8,A,X,15.1,11,13.3,21,312,12
FORD,F-150 FFV 4X4,AS10,5,8,A,E,20,15.6,18,16,300,12
FORD,F-150 FFV 4X4 (LT Tire Pkg),AS10,5,8,A,X,15.7,11.8,13.9,20,326,12
FORD,F-150 FFV 4X4 (LT Tire Pkg),AS10,5,8,A,E,20,15.6,18,16,300,12
FORD,F-150 FFV 4X4 (Payload Pkg),AS10,5,8,A,X,16.8,12.4,14.8,19,347,12
FORD,F-150 FFV 4X4 (Payload Pkg),AS10,5,8,A,E,21.3,17.2,19.5,14,323,12
FORD,F-150 Raptor 4X4,AS10,3.5,6,A,X,15.3,13.1,14.3,20,336,12
FORD,Flex,AS6,3.5,6,A,X,14.7,10.2,12.7,22,298,9
FORD,Flex AWD,AS6,3.5,6,A,X,14.7,10.7,12.9,22,303,9
FORD,Flex AWD GTDI,AS6,3.5,6,A,X,15.7,11.2,13.7,21,322,9
FORD,Fiesta,AM6,1.6,4,A,X,8.6,6.4,7.6,37,178,6
FORD,Fiesta,M5,1.6,4,M,X,8.8,6.8,7.9,36,184,6
FORD,Fiesta ST,M6,1.6,4,M,X,9.2,7.4,8.4,34,196,6
FORD,Fusion,AS6,1.5,4,A,X,10,7,8.7,32,204,3
FORD,Fusion Hybrid,AV,2,4,A,X,5.5,5.6,5.6,50,131,3
FORD,GT,AM7,3.5,6,A,Z,20.4,13.1,17.1,17,402,4
FORD,Mustang,AS10,2.3,4,A,X,11.2,7.3,9.4,30,221,6
FORD,Mustang (Performance Pkg),AS10,2.3,4,A,X,11.8,8.4,10.3,27,242,6
FORD,Mustang,M6,2.3,4,M,X,11.2,7.9,9.7,29,227,6
FORD,Mustang (Performance Pkg),M6,2.3,4,M,X,11.8,8.7,10.4,27,244,6
FORD,Mustang,AS10,5,8,A,X,15,9.1,12.3,23,289,6
FORD,Mustang,M6,5,8,M,X,16.1,9.9,13.3,21,311,6
FORD,Mustang Bullitt,M6,5,8,M,X,16.1,9.9,13.3,21,311,6
FORD,Mustang Convertible,AS10,2.3,4,A,X,11.9,8.4,10.4,27,243,6
FORD,Mustang Convertible,M6,2.3,4,M,X,11.8,8.4,10.3,27,241,6
FORD,Mustang Convertible,AS10,5,8,A,X,15.4,9.7,12.9,22,302,6
FORD,Ranger 4WD,AS10,2.3,4,A,X,11.8,9.8,10.9,26,256,12
FORD,Shelby GT350 Mustang,M6,5.2,8,M,Z,17.2,11.3,14.6,19,341,6
FORD,T-150 Wagon,AS6,3.5,6,A,X,16.2,12.8,14.7,19,346,10
FORD,T-150 Wagon,AS6,3.7,6,A,X,16.9,13.1,15.2,19,355,10
FORD,Taurus FFV,AS6,3.5,6,A,X,13.5,9,11.5,25,270,7
FORD,Taurus FFV,AS6,3.5,6,A,E,17.8,12.1,15.2,19,254,7
FORD,Taurus AWD,AS6,3.5,6,A,X,14.6,10,12.5,23,294,7
FORD,Taurus FFV AWD,AS6,3.5,6,A,X,14,9.9,12.4,23,291,7
FORD,Taurus FFV AWD,AS6,3.5,6,A,E,18.5,13,16,18,267,7
FORD,Transit Connect Van,AS8,2,4,A,X,9.8,8.8,9.3,30,219,14
FORD,Transit Connect Van FFV,AS8,2,4,A,X,9.8,8.8,9.3,30,219,14
FORD,Transit Connect Van FFV,AS8,2,4,A,E,13.3,11.8,12.6,22,209,14
FORD,Transit Connect Van,AS6,2.5,4,A,X,12,8.8,10.6,27,247,14
FORD,Transit Connect Wagon LWB,AS8,2,4,A,X,9.9,8.2,9.2,31,214,14
FORD,Transit Connect Wagon LWB FFV,AS8,2,4,A,X,9.9,8.2,9.2,31,214,14
FORD,Transit Connect Wagon LWB FFV,AS8,2,4,A,E,13.7,11.1,12.5,23,208,14
FORD,Transit Connect Wagon LWB,AS6,2.5,4,A,X,12.1,9,10.7,26,251,14
GENESIS,G70,M6,2,4,M,Z,12.8,8.5,10.9,26,255,1
GENESIS,G70 AWD,AS8,2,4,A,Z,11.5,8.7,10.3,27,241,1
GENESIS,G70 AWD,AS8,3.3,6,A,Z,13.3,9.5,11.6,24,274,1
GENESIS,G80 AWD,AS8,3.3,6,A,Z,13.8,9.7,11.9,24,282,7
GENESIS,G80 AWD,AS8,3.8,6,A,X,13.4,9.6,11.7,24,276,7
GENESIS,G80 AWD,AS8,5,8,A,Z,15.6,10.4,13.2,21,312,7
GENESIS,G90 AWD,AS8,3.3,6,A,Z,13.7,9.7,11.9,24,279,7
GENESIS,G90 AWD,AS8,5,8,A,Z,15.2,10.2,13,22,306,7
GMC,Acadia,A6,2.5,4,A,X,11.1,9.2,10.2,28,237,9
GMC,Acadia,A6,3.6,6,A,X,13.1,9.4,11.4,25,268,9
GMC,Acadia AWD,A6,2.5,4,A,X,11.3,9.4,10.5,27,248,9
GMC,Acadia AWD,A6,3.6,6,A,X,13.5,9.5,11.7,24,275,9
GMC,Canyon,A6,2.5,4,A,X,12.1,9.2,10.8,26,253,16
GMC,Canyon,M6,2.5,4,M,X,11.9,9.2,10.7,26,251,16
GMC,Canyon,A6,2.8,4,A,D,11.8,7.9,10.1,28,270,16
GMC,Canyon,A8,3.6,6,A,X,13.4,9.6,11.7,24,274,16
GMC,Canyon 4WD,A6,2.5,4,A,X,12.7,9.8,11.4,25,267,16
GMC,Canyon 4WD,A6,2.8,4,A,D,12.2,8.4,10.5,27,283,16
GMC,Canyon 4WD,A8,3.6,6,A,X,14,9.9,12.2,23,286,16
GMC,Sierra,A8,2.7,4,A,X,11.9,10.3,11.1,25,261,12
GMC,Sierra,A6,4.3,6,A,X,15.1,11.5,13.5,21,317,12
GMC,Sierra,A6,5.3,8,A,X,15.9,11.4,13.9,20,326,12
GMC,Sierra FFV,A6,5.3,8,A,X,15.7,11.9,14,20,329,12
GMC,Sierra FFV,A6,5.3,8,A,E,21.1,15,18.4,15,306,12
GMC,Sierra,A8,5.3,8,A,X,14.3,10.4,12.5,23,294,12
GMC,Sierra 4WD,A8,2.7,4,A,X,12.6,10.9,11.8,24,277,12
GMC,Sierra 4WD,A6,4.3,6,A,X,15.8,11.9,14,20,329,12
GMC,Sierra 4WD,A6,5.3,8,A,X,15.9,11.7,14,20,330,12
GMC,Sierra 4WD FFV,A6,5.3,8,A,X,16,12.5,14.4,20,339,12
GMC,Sierra 4WD FFV,A6,5.3,8,A,E,22,16.1,19.4,15,323,12
GMC,Sierra 4WD,A8,5.3,8,A,X,15.3,11.2,13.5,21,316,12
GMC,Sierra 4WD AT4,A8,5.3,8,A,X,15.3,11.8,13.7,21,320,12
GMC,Sierra 4WD,A10,6.2,8,A,Z,15.5,11.9,13.9,20,326,12
GMC,Sierra 4WD AT4,A10,6.2,8,A,Z,15.7,12.4,14.2,20,332,12
GMC,Sierra LTD,A6,5.3,8,A,X,15.6,10.9,13.5,21,317,12
GMC,Sierra LTD 4WD,A6,5.3,8,A,X,15.8,11.4,13.8,20,325,12
GMC,Terrain,A9,1.5,4,A,X,9.2,7.9,8.6,33,201,2
GMC,Terrain,A6,1.6,4,A,D,8.5,6,7.4,38,199,2
GMC,Terrain AWD,A9,1.5,4,A,X,9.6,8.3,9,31,210,2
GMC,Terrain AWD,A6,1.6,4,A,D,8.5,6.1,7.4,38,199,2
GMC,Terrain AWD,A9,2,4,A,Z,11.2,9,10.2,28,239,2
GMC,Yukon,A6,5.3,8,A,X,15.7,10.5,13.4,21,314,9
GMC,Yukon FFV,A6,5.3,8,A,X,15.7,10.5,13.4,21,314,9
GMC,Yukon FFV,A6,5.3,8,A,E,21.2,13.9,17.9,16,298,9
GMC,Yukon 4WD,A6,5.3,8,A,X,15.8,11.1,13.7,21,321,9
GMC,Yukon 4WD FFV,A6,5.3,8,A,X,15.8,11.1,13.7,21,321,9
GMC,Yukon 4WD FFV,A6,5.3,8,A,E,21.7,14.3,18.4,15,305,9
GMC,Yukon 4WD,A10,6.2,8,A,Z,16.4,10.7,13.8,20,325,9
GMC,Yukon XL,A6,5.3,8,A,X,15.7,10.5,13.4,21,314,9
GMC,Yukon XL FFV,A6,5.3,8,A,X,15.7,10.5,13.4,21,314,9
GMC,Yukon XL FFV,A6,5.3,8,A,E,21.2,13.9,17.9,16,298,9
GMC,Yukon XL 4WD,A6,5.3,8,A,X,16.8,11.3,14.3,20,336,9
GMC,Yukon XL 4WD FFV,A6,5.3,8,A,X,16.8,11.3,14.3,20,336,9
GMC,Yukon XL 4WD FFV,A6,5.3,8,A,E,22.2,15.2,19,15,317,9
GMC,Yukon XL 4WD,A10,6.2,8,A,Z,17.1,11.3,14.5,19,340,9
HONDA,Accord,AV,1.5,4,A,X,7.9,6.3,7.2,39,168,7
HONDA,Accord,AV7,1.5,4,A,X,8.2,6.8,7.6,37,177,7
HONDA,Accord,M6,1.5,4,M,X,8.9,6.7,7.9,36,185,7
HONDA,Accord,M6,2,4,M,X,10.7,7.3,9.2,31,214,7
HONDA,Accord Sport/Touring,AS10,2,4,A,X,10.4,7.4,9.1,31,211,3
HONDA,Accord Hybrid,AV,2,4,A,X,5,5,5,56,117,7
HONDA,Civic Coupe,AV7,1.5,4,A,X,7.8,6.4,7.2,39,167,1
HONDA,Civic Coupe,AV,2,4,A,X,7.8,6.1,7.1,40,164,1
HONDA,Civic Coupe,AV7,2,4,A,X,8.3,6.6,7.5,38,176,1
HONDA,Civic Coupe,M6,2,4,M,X,9.3,6.7,8.1,35,189,1
HONDA,Civic Coupe Si,M6,1.5,4,M,Z,8.4,6.2,7.4,38,173,1
HONDA,Civic Hatchback,AV,1.5,4,A,X,7.7,6,6.9,41,162,7
HONDA,Civic Hatchback,AV7,1.5,4,A,X,7.9,6.6,7.3,39,170,7
HONDA,Civic Hatchback,M6,1.5,4,M,X,8,6.2,7.2,39,167,7
HONDA,Civic Hatchback Sport,AV7,1.5,4,A,Z,7.9,6.6,7.3,39,170,7
HONDA,Civic Hatchback Sport,M6,1.5,4,M,Z,8,6.2,7.2,39,167,7
HONDA,Civic Sedan,AV7,1.5,4,A,X,7.8,6.2,7.1,40,165,3
HONDA,Civic Sedan,AV,2,4,A,X,7.9,6.1,7.1,40,167,3
HONDA,Civic Sedan,M6,2,4,M,X,9.3,6.5,8,35,186,3
HONDA,Civic Sedan Si,M6,1.5,4,M,Z,8.4,6.2,7.4,38,173,3
HONDA,Civic Type R,M6,2,4,M,Z,10.6,8.3,9.6,29,224,7
HONDA,CR-V,AV,1.5,4,A,X,8.4,7,7.8,36,181,2
HONDA,CR-V AWD,AV,1.5,4,A,X,8.7,7.2,8,35,188,2
HONDA,Fit,AV,1.5,4,A,X,7,5.9,6.5,43,151,8
HONDA,Fit,AV7,1.5,4,A,X,7.6,6.5,7,40,166,8
HONDA,Fit,M6,1.5,4,M,X,8.1,6.6,7.4,38,174,8
HONDA,HR-V,AV,1.8,4,A,X,8.4,7,7.8,36,181,8
HONDA,HR-V AWD,AV,1.8,4,A,X,8.8,7.5,8.2,34,193,8
HONDA,HR-V AWD,AV7,1.8,4,A,X,9.1,7.7,8.5,33,199,8
HONDA,Insight EX,AV,1.5,4,A,X,4.6,5.3,4.9,58,114,3
HONDA,Insight Touring,AV,1.5,4,A,X,4.6,5.3,4.9,58,114,3
HONDA,Odyssey,AS9,3.5,6,A,X,12.6,8.4,10.7,26,252,13
HONDA,Odyssey Touring,AS10,3.5,6,A,X,12.2,8.5,10.6,27,247,13
HONDA,Passport AWD,A9,3.5,6,A,X,12.5,9.8,11.3,25,265,2
HONDA,Pilot,A6,3.5,6,A,X,12.4,8.7,10.7,26,250,2
HONDA,Pilot AWD,A6,3.5,6,A,X,13,9.3,11.3,25,266,2
HONDA,Pilot AWD,AS9,3.5,6,A,X,12.4,9.3,11,26,257,2
HONDA,Ridgeline AWD,A6,3.5,6,A,X,12.8,9.5,11.3,25,263,12
HYUNDAI,Accent,AS6,1.6,4,A,X,8.2,6.2,7.3,39,172,1
HYUNDAI,Accent,M6,1.6,4,M,X,8.2,6.3,7.3,39,173,1
HYUNDAI,Elantra,AM7,1.6,4,A,X,8.9,7,8.1,35,189,3
HYUNDAI,Elantra,M6,1.6,4,M,X,10.7,7.8,9.4,30,221,3
HYUNDAI,Elantra,AS6,2,4,A,X,8.3,6.4,7.4,38,174,3
HYUNDAI,Elantra,M6,2,4,M,X,9.2,6.5,8,35,188,3
HYUNDAI,Elantra GT,AM7,1.6,4,A,X,9.7,7.4,8.6,33,205,7
HYUNDAI,Elantra GT,M6,1.6,4,M,X,10.3,7.9,9.2,31,218,7
HYUNDAI,Elantra GT,AS6,2,4,A,X,9.4,7.1,8.4,34,200,7
HYUNDAI,Elantra GT,M6,2,4,M,X,9.8,7.4,8.7,32,207,7
HYUNDAI,IONIQ,AM6,1.6,4,A,X,4.3,4.4,4.3,66,104,7
HYUNDAI,IONIQ Blue,AM6,1.6,4,A,X,4.2,4,4.1,69,96,7
HYUNDAI,Kona,AS6,2,4,A,X,8.6,7,7.9,36,186,2
HYUNDAI,Kona AWD,AM7,1.6,4,A,X,9,8,8.6,33,201,2
HYUNDAI,Kona AWD,AS6,2,4,A,X,9.2,7.8,8.6,33,202,2
HYUNDAI,Santa Fe,AS8,2.4,4,A,X,10.8,8,9.6,29,225,2
HYUNDAI,Santa Fe AWD,AS8,2,4,A,X,12.3,9.8,11.2,25,262,2
HYUNDAI,Santa Fe AWD,AS8,2.4,4,A,X,11.2,8.7,10.1,28,237,2
HYUNDAI,Santa Fe XL,AS6,3.3,6,A,X,13.2,9.4,11.5,25,268,2
HYUNDAI,Santa Fe XL AWD,AS6,3.3,6,A,X,13.4,9.7,11.7,24,276,2
HYUNDAI,Santa Fe XL Ultimate AWD,AS6,3.3,6,A,X,14.1,10.8,12.6,22,297,2
HYUNDAI,Sonata,AS8,2,4,A,X,10.4,7.4,9.1,31,212,7
HYUNDAI,Sonata,AS6,2.4,4,A,X,9.3,7.1,8.3,34,198,7
HYUNDAI,Sonata SE,AS6,2.4,4,A,X,9.2,6.8,8.1,35,190,7
HYUNDAI,Sonata Hybrid,AM6,2,4,A,X,6,5.3,5.7,50,135,3
HYUNDAI,Sonata Hybrid SE,AM6,2,4,A,X,5.9,5.1,5.6,50,132,3
HYUNDAI,Tucson,AS6,2,4,A,X,10,7.9,9.1,31,216,2
HYUNDAI,Tucson AWD,AS6,2,4,A,X,10.8,9.2,10.1,28,239,2
HYUNDAI,Tucson AWD,AS6,2.4,4,A,X,11,9.1,10.1,28,240,2
HYUNDAI,Veloster,AS6,2,4,A,X,9.1,7.1,8.2,34,193,1
HYUNDAI,Veloster,M6,2,4,M,X,9.4,7.1,8.4,34,198,1
HYUNDAI,Veloster N,M6,2,4,M,X,10.6,8.3,9.5,30,226,1
HYUNDAI,Veloster Turbo,AM7,1.6,4,A,X,8.5,6.9,7.8,36,184,1
HYUNDAI,Veloster Turbo,M6,1.6,4,M,X,9.4,7,8.3,34,197,1
INFINITI,Q50 AWD,AS7,2,4,A,Z,10.7,8.6,9.7,29,229,3
INFINITI,Q50 AWD,AS7,3,6,A,Z,12.4,8.7,10.8,26,253,3
INFINITI,Q50 AWD Red Sport,AS7,3,6,A,Z,12.5,9.3,11.1,25,261,3
INFINITI,Q60 AWD,AS7,2,4,A,Z,11.2,8.5,10,28,233,6
INFINITI,Q60 AWD,AS7,3,6,A,Z,12.3,8.7,10.7,26,251,6
INFINITI,Q60 AWD Red Sport,AS7,3,6,A,Z,12.5,9.2,11,26,259,6
INFINITI,Q70 AWD,AS7,3.7,6,A,Z,13.2,9.8,11.7,24,275,3
INFINITI,Q70 AWD,AS7,5.6,8,A,Z,14.9,10.2,12.8,22,301,3
INFINITI,QX50 AWD,AV8,2,4,A,Z,10,7.8,9,31,211,2
INFINITI,QX60 AWD,AV7,3.5,6,A,Z,12.5,9,10.9,26,257,2
INFINITI,QX80 4WD,AS7,5.6,8,A,Z,17.4,12.2,15.1,19,354,9
JAGUAR,E-PACE P250,AS9,2,4,A,Z,11,8.4,9.8,29,231,2
JAGUAR,F-PACE 20d,AS8,2,4,A,D,8.9,7.2,8.1,35,218,2
JAGUAR,F-PACE 25t,AS8,2,4,A,Z,10.7,8.8,9.9,29,227,2
JAGUAR,F-PACE 35t,AS8,3,6,A,Z,13.3,10,11.8,24,277,2
JAGUAR,F-TYPE Convertible,AS8,2,4,A,Z,10.2,7.8,9.2,31,215,4
JAGUAR,F-TYPE Convertible,AS8,3,6,A,Z,11.9,8.5,10.4,27,242,4
JAGUAR,F-TYPE Convertible,M6,3,6,M,Z,14.9,9.8,12.6,22,296,4
JAGUAR,F-TYPE Convertible R-Dynamic,AS8,3,6,A,Z,12.4,8.8,10.8,26,253,4
JAGUAR,F-TYPE Convertible R-Dynamic,M6,3,6,M,Z,15.3,10,12.9,22,302,4
JAGUAR,F-TYPE Convertible R-Dynamic AWD,AS8,3,6,A,Z,13,9.2,11.3,25,265,4
JAGUAR,F-TYPE Coupe,AS8,2,4,A,Z,10.2,7.8,9.2,31,215,4
JAGUAR,F-TYPE Coupe,AS8,3,6,A,Z,11.9,8.5,10.4,27,242,4
JAGUAR,F-TYPE Coupe,M6,3,6,M,Z,14.9,9.8,12.6,22,296,4
JAGUAR,F-TYPE Coupe R-Dynamic,AS8,3,6,A,Z,12.4,8.8,10.8,26,253,4
JAGUAR,F-TYPE Coupe R-Dynamic,M6,3,6,M,Z,15.3,10,12.9,22,302,4
JAGUAR,F-TYPE Coupe R-Dynamic AWD,AS8,3,6,A,Z,13,9.2,11.3,25,265,4
JAGUAR,F-TYPE R AWD Convertible,AS8,5,8,A,Z,15.6,10.4,13.3,21,311,4
JAGUAR,F-TYPE R AWD Coupe,AS8,5,8,A,Z,15.6,10.4,13.3,21,311,4
JAGUAR,XE 20d AWD,AS8,2,4,A,D,7.8,5.8,6.9,41,186,1
JAGUAR,XE 25t AWD,AS8,2,4,A,Z,9.8,6.9,8.5,33,200,1
JAGUAR,XE 35t AWD,AS8,3,6,A,Z,11.8,8.2,10.2,28,238,1
JAGUAR,XF 20d AWD,AS8,2,4,A,D,7.8,5.8,6.9,41,186,3
JAGUAR,XF 25t AWD,AS8,2,4,A,Z,10.1,7.2,8.8,32,207,3
JAGUAR,XF 35t AWD,AS8,3,6,A,Z,12,8.4,10.4,27,243,3
JAGUAR,XJ R-Sport AWD,AS8,3,6,A,Z,14,9,11.8,24,276,7
JAGUAR,XJL Portfolio AWD,AS8,3,6,A,Z,14,9.4,11.9,24,280,7
JAGUAR,XJR LWB,AS8,5,8,A,Z,15.8,10.3,13.3,21,313,7
JEEP,Cherokee,A9,2,4,A,X,10.4,7.6,9.1,31,214,2
JEEP,Cherokee,A9,2.4,4,A,X,10.8,7.6,9.3,30,219,2
JEEP,Cherokee,A9,3.2,6,A,X,11.9,8.2,10.2,28,240,2
JEEP,Cherokee 4X4 Active Drive I,A9,2,4,A,X,11.2,8,9.8,29,229,2
JEEP,Cherokee 4X4 Active Drive I,A9,2.4,4,A,X,11.2,8,9.8,29,230,2
JEEP,Cherokee 4X4 Active Drive I,A9,3.2,6,A,X,12.2,8.6,10.6,27,249,2
JEEP,Cherokee 4X4 Active Drive II,A9,2,4,A,X,11.5,8.6,10.2,28,240,2
JEEP,Cherokee 4X4 Active Drive II,A9,3.2,6,A,X,12.8,9,11.1,25,259,2
JEEP,Cherokee 4X4 Active Drive Lock,A9,2,4,A,X,11.8,9.2,10.6,27,249,2
JEEP,Cherokee 4X4 Active Drive Lock,A9,3.2,6,A,X,12.9,9.9,11.6,24,269,2
JEEP,Compass,A6,2.4,4,A,X,10.6,7.6,9.3,30,218,2
JEEP,Compass,M6,2.4,4,M,X,10.4,7.3,9,31,211,2
JEEP,Compass 4X4,A9,2.4,4,A,X,10.8,7.8,9.5,30,222,2
JEEP,Compass 4X4,M6,2.4,4,M,X,10.8,7.6,9.4,30,221,2
JEEP,Grand Cherokee 4X4,A8,3.6,6,A,X,12.7,9.6,11.3,25,265,9
JEEP,Grand Cherokee 4X4,A8,5.7,8,A,X,16.7,10.9,14.1,20,331,9
JEEP,Grand Cherokee 4X4 EcoDiesel,A8,3,6,A,D,11.2,8.5,10,28,268,9
JEEP,Grand Cherokee 4X4 SRT,A8,6.4,8,A,Z,18.3,12.6,15.7,18,368,9
JEEP,Grand Cherokee 4X4 Trackhawk,A8,6.2,8,A,Z,20.9,13.8,17.7,16,413,9
JEEP,Renegade,A9,1.3,4,A,X,9.8,7.4,8.7,32,204,2
JEEP,Renegade,A9,2.4,4,A,X,10.8,7.8,9.5,30,222,2
JEEP,Renegade 4X4,A9,1.3,4,A,X,10.1,8.1,9.2,31,216,2
JEEP,Renegade 4X4,A9,2.4,4,A,X,11.2,8.2,9.8,29,230,2
JEEP,Renegade 4X4 Trailhawk,A9,1.3,4,A,X,10.8,8.7,9.9,29,230,2
JEEP,Wrangler JL 4X4,A8,2,4,A,X,10.5,9.4,10,28,233,2
